Target,Source,Weight
YEL073C,YHL020C,-1
YML052W,YNL068C,-1
YKL096W,YPL089C,-1
YKL096W,YMR016C,-1
YMR001C,YNL068C,-1
YDR074W,YMR016C,-1
YOR214C,YDR310C,-1
YKL151C,YGL013C,-1
YLR356W,YGL013C,-1
YJR025C,YDR310C,-1
YER065C,YMR280C,-1
YLR377C,YMR280C,-1
YPL154C,YGL013C,-1
YPR005C,YNL167C,-1
YBR296C,YDR253C,-1
YGR204W,YNL103W,-1
YLR267W,YGL013C,-1
YIR038C,YGL013C,-1
YIR038C,YMR016C,-1
YFL014W,YMR016C,-1
YOR152C,YGL013C,-1
YHR068W,YDR216W,-1
YJR097W,YIR018W,-1
YBR117C,YDR423C,-1
YLL019C,YJR060W,-1
YGL158W,YMR016C,-1
YPL017C,YDR207C,-1
YBR054W_ExtraCopy_1,YMR016C,-1
YJR152W,YIR023W,-1
YMR032W,YNL068C,-1
YDR342C,YMR016C,-1
YFR030W,YNL103W,-1
YJL194W,YDR146C,-1
YIR031C,YIR023W,-1
YIL046W,YNL103W,-1
YBR088C_ExtraCopy_1,YDL056W,-1
YNL145W,YDR451C,-1
YIR027C,YDR310C,-1
YBL030C,YKL032C,-1
YAR018C,YNL068C,-1
YJR095W,YMR280C,-1
YEL041W,YHR178W,-1
YNL134C,YGL013C,-1
YBR038W_ExtraCopy_2,YNL068C,-1
YDL048C,YMR016C,-1
YJL020C,YGL013C,-1
YKR039W,YFL021W,-1
YKR039W,YJL110C,-1
YDR374C,YDR207C,-1
YFL011W,YDR310C,-1
YDR402C,YDR310C,-1
YOL104C,YDR207C,-1
YGR032W,YJR060W,-1
YJL170C,YDR451C,-1
YNL195C,YMR016C,-1
YPL027W,YDR310C,-1
YPL130W,YDR310C,-1
YJR047C,YMR070W,-1
YJR047C,YPR065W,-1
YPL141C,YIL131C,-1
YLR178C,YMR016C,-1
YLR178C,YGL013C,-1
YOL152W,YMR021C,-1
YER158C,YMR016C,-1
YOL155C,YMR037C,-1
YNL093W,YNL167C,-1
YHR035W,YKL062W,-1
YNL274C,YHR178W,-1
YGR043C,YDR423C,-1
YAL054C,YMR280C,-1
YCR010C,YMR280C,-1
YMR232W,YDR310C,-1
YNL117W,YMR280C,-1
YBR208C_ExtraCopy_1,YJL110C,-1
YFL021W,YJL110C,-1
YER091C,YNL103W,-1
YMR101C,YDR207C,-1
YGL030W,YPR104C,-1
YPR124W,YMR021C,-1
YDR218C,YDR310C,-1
YJL089W,YDR207C,-1
YIL011W,YER109C,-1
YER054C,YMR016C,-1
YEL072W,YNL103W,-1
YDR317W,YDR310C,-1
YNR044W,YMR070W,-1
YOR161C,YMR016C,-1
YOR161C,YDR423C,-1
YDL114W,YDR310C,-1
YOL064C,YNL103W,-1
YLR092W,YNL103W,-1
YNL277W,YNL103W,-1
YOL132W,YDR310C,-1
YER085C,YDR310C,-1
YGR019W,YIR023W,-1
YGR019W,YDL170W,-1
YGR248W,YMR016C,-1
YOL126C,YOR028C,-1
YOL126C,YMR280C,-1
YPR119W,YIL131C,-1
YPR119W,YNL068C,-1
YFR023W,YDR310C,-1
YGL125W,YNL103W,-1
YOR273C,YER109C,-1
YOL131W,YDR207C,-1
YAR071W,YDR253C,-1
YER035W,YMR016C,-1
YBR085W,YPR065W,-1
YDL222C,YDR423C,-1
YML094W,YOR028C,-1
YAL064W,YNL216W,-1
YMR169C,YDR423C,-1
YIL158W,YNL068C,-1
YPL163C,YDL056W,-1
YKR034W,YIR023W,-1
YKR034W,YJL110C,-1
YFR012W,YDR310C,-1
YGL015C,YDR310C,-1
YDR384C,YMR280C,-1
YLL005C,YDR310C,-1
YGL032C,YDR451C,-1
YOR338W,YDR207C,-1
YFL026W,YDR451C,-1
YKL217W,YMR280C,-1
YPL267W,YDL056W,-1
YJR096W,YMR016C,-1
YHR096C,YNL167C,-1
YJR079W,YDR310C,-1
YEL063C,YJL110C,-1
YDR171W,YNL007C,-1
YJR010W,YNL103W,-1
YNL318C,YDR310C,-1
YGR138C,YMR016C,-1
YIL015W,YDR146C,-1
YNL065W,YDR043C,-1
YKL008C,YPR065W,-1
YJL038C,YDR310C,-1
YBR208C,YJL110C,-1
YIL033C,YGL013C,-1
YPL019C,YDR253C,-1
YPL018W,YFR034C,-1
YDR044W,YMR070W,-1
YDR044W,YPR065W,-1
YDL227C,YDR146C,-1
YML066C,YDR310C,-1
YHR136C,YDR253C,-1
YIR017C,YNL103W,-1
YIR017C,YML027W,-1
YOR315W,YNL068C,-1
YDR146C,YNL068C,-1
YDR146C,YIL131C,-1
YPR167C,YNL103W,-1
YKL113C,YDL056W,-1
YMR215W,YIL131C,-1
YMR279C,YLR176C,-1
YER103W,YNL007C,-1
YGR189C,YPL089C,-1
YJR092W,YNL068C,-1
YER069W,YML099C,-1
YNL160W,YMR016C,-1
YER042W,YNL103W,-1
YKR097W,YMR280C,-1
YLR303W,YNL103W,-1
YKL209C,YDR451C,-1
YDL223C,YGL013C,-1
YIL037C,YDR310C,-1
YPR026W,YGL013C,-1
YAR009C,YPL075W,-1
YJL088W,YML099C,-1
YHR143W,YIL131C,-1
YHR014W,YDR207C,-1
YOR025W,YNL068C,-1
YER070W,YDL056W,-1
YOR114W,YDL056W,-1
YGR052W,YMR016C,-1
YER096W,YDR207C,-1
YPL156C,YMR280C,-1
YGL170C,YDR310C,-1
YJR104C,YGL166W,-1
YLR103C,YDL056W,-1
YJL212C,YPL038W,-1
YJR048W,YGL237C,-1
YJR048W,YKL109W,-1
YLR307W,YDR310C,-1
YOR062C,YMR016C,-1
YBR093C,YFR034C,-1
YBR093C,YBR083W,-1
YBR019C,YML051W,-1
YPL189W,YLR176C,-1
YAR028W,YPR065W,-1
YIL140W,YDL056W,-1
YML131W,YNL167C,-1
YCR097W,YCL066W,-1
YOL084W,YMR016C,-1
YKL161C,YPL089C,-1
YDR502C,YPL038W,-1
YOL024W,YDR310C,-1
YGL021W,YNL068C,-1
YPL274W,YNL103W,-1
YHL040C,YDR451C,-1
YKL001C,YNL103W,-1
YOR178C,YMR016C,-1
YGL192W,YHR084W,-1
YBR038W_ExtraCopy_3,YNL068C,-1
YBR250W,YDR310C,-1
YDR055W,YML007W,-1
YLR131C,YNL068C,-1
YLL064C,YNL216W,-1
YCL066W,YCR097W,-1
YKR093W,YPL177C,-1
YGL138C,YDR310C,-1
YNL128W,YDR310C,-1
YGL156W,YGL013C,-1
YGR249W,YNL167C,-1
YFL012W,YDR310C,-1
YGR059W,YDR310C,-1
YLL046C,YDR207C,-1
YBR054W,YMR016C,-1
YJL101C,YPL038W,-1
YMR250W,YMR016C,-1
YLL061W,YNL103W,-1
YDR259C,YGL013C,-1
YLR265C,YGL192W,-1
YEL060C,YJL056C,-1
YBR038W,YNL068C,-1
YGL183C,YDR207C,-1
YHR140W,YMR016C,-1
YPL186C,YMR016C,-1
YLL062C,YPL038W,-1
YLL062C,YNL103W,-1
YKL104C,YPL089C,-1
YLR343W,YDR310C,-1
YJL060W,YNL103W,-1
YJL026W,YLR176C,-1
YPR194C,YNL103W,-1
YBR072W,YMR016C,-1
YMR206W,YNL199C,-1
YER106W,YDR310C,-1
YPL250C,YJR060W,-1
YJR073C,YHL020C,-1
YOR348C,YJL110C,-1
YGR055W,YNL103W,-1
YAL061W,YMR016C,-1
YER072W,YDR253C,-1
YBR076W_ExtraCopy_1,YDR310C,-1
YLR142W,YJR060W,-1
YOL156W,YER111C,-1
YJL161W,YGL013C,-1
YOR100C,YMR280C,-1
YDR446W,YDR207C,-1
YDR186C,YNL216W,-1
YMR244W,YDR310C,-1
YNR060W,YDR043C,-1
YHR015W,YDR310C,-1
YML128C,YDR423C,-1
YML128C,YMR016C,-1
YCL025C,YDR463W,-1
YDR475C,YMR016C,-1
YOL162W,YNL103W,-1
YML070W,YDR423C,-1
YHR112C,YNL103W,-1
YLR056W,YLR228C,-1
YIL119C,YMR016C,-1
YAL012W,YNL103W,-1
YER150W,YMR016C,-1
YDR368W,YNL167C,-1
YOL140W,YML099C,-1
YBR040W,YDR310C,-1
YKR069W,YNL103W,-1
YNL146W,YOR028C,-1
YGR088W,YMR016C,-1
YHR139C,YMR016C,-1
YKL221W,YDR310C,-1
YHR094C,YKL038W,-1
YDR522C,YDR310C,-1
YLR364W,YNL103W,-1
YDR103W,YGL192W,-1
YCR005C,YDL020C,-1
YFR057W,YDR310C,-1
YOR185C,YGL013C,-1
YHR048W,YPR065W,-1
YOR173W,YMR016C,-1
YBR088C,YDL056W,-1
YBR076W,YDR310C,-1
YDR536W,YMR280C,-1
YLR308W,YDR310C,-1
YGL255W,YMR070W,-1
YNL115C,YGL013C,-1
YOR360C,YDR043C,-1
YLR274W,YML027W,-1
YBR294W,YNL103W,-1
YBL060W,YNL216W,-1
YLR180W,YNL103W,-1
YPR065W,YLR256W,-1
YIL074C,YNL103W,-1
YLR214W,YMR021C,-1
YPL033C,YDR310C,-1
YJL037W,YDR310C,-1
YLR286C,YIL131C,-1
YAL018C,YDR310C,-1
YNL305C,YLR403W,-1
YIR032C,YJL110C,-1
YIR032C,YIR023W,-1
YBL009W,YDL056W,-1
YBR251W_ExtraCopy_1,YDR296W,1
YNL240C,YEL009C,1
YNR009W,YER111C,1
YHR087W,YGL073W,1
YGR260W,YNL216W,1
YER040W,YEL009C,1
YOR321W,YFL031W,1
YML025C,YDR296W,1
YMR004W,YDL020C,1
YGR148C,YLR403W,1
YOR306C,YKL015W,1
YGL184C,YEL009C,1
YBR126C_ExtraCopy_1,YMR037C,1
YIL162W,YGL209W,1
YLR152C,YEL009C,1
YPL079W,YNL216W,1
YPL079W,YLR403W,1
YPL265W,YER040W,1
YDR011W,YOR162C,1
YOL058W,YEL009C,1
YML130C,YGL073W,1
YNL223W,YIR018W,1
YOR384W,YGL071W,1
YEL037C,YDL020C,1
YBR249C,YEL009C,1
YDR492W,YIR033W,1
YML024W,YLR403W,1
YLR136C,YGL071W,1
YLR359W,YKR099W,1
YJL191W,YLR403W,1
YMR319C,YHL027W,1
YOR128C,YKR099W,1
YOR128C,YDL106C,1
YPL106C,YGL073W,1
YMR102C,YIL056W,1
YMR102C,YBL005W,1
YOL101C,YIR033W,1
YBR078W,YNL216W,1
YDL007W,YDL020C,1
YDR074W,YIR018W,1
YAL023C,YFL031W,1
YAL040C,YMR043W,1
YKL141W,YKL109W,1
YHR040W,YML113W,1
YLR377C,YDR216W,1
YDL182W,YEL009C,1
YDL182W,YHR206W,1
YGL256W,YJL056C,1
YHR203C,YLR403W,1
YDL079C,YGL035C,1
YBL045C,YKL109W,1
YBR177C,YDR123C,1
YMR058W,YGL071W,1
YBR121C,YLR403W,1
YBL027W,YLR403W,1
YKR016W,YKL109W,1
YHR018C,YEL009C,1
YLR448W,YNL216W,1
YLR448W,YLR403W,1
YPL016W,YPL082C,1
YBR054W_ExtraCopy_1,YGL073W,1
YEL052W,YEL056W,1
YHR025W,YEL009C,1
YDR342C,YKL038W,1
YML009C,YKL109W,1
YLR367W,YLR403W,1
YKL198C,YOR290C,1
YOL154W,YJL056C,1
YNR051C,YFR037C,1
YCR052W,YPL049C,1
YIL075C,YDL020C,1
YKR009C,YDR216W,1
YDR148C,YKL109W,1
YHR089C,YLR175W,1
YOL147C,YDR216W,1
YNL134C,YMR037C,1
YNL134C,YML007W,1
YER120W,YNL216W,1
YGR076C,YDR296W,1
YNL118C,YDR176W,1
YMR261C,YDL185W,1
YGL009C,YEL009C,1
YNL222W,YMR074C,1
YOR234C,YLR403W,1
YMR090W,YMR037C,1
YMR090W,YLR228C,1
YOR323C,YEL009C,1
YGL103W,YLR403W,1
YER026C,YDR123C,1
YOL020W,YHR006W,1
YML032C,YDL020C,1
YGR243W,YDR216W,1
YNL231C,YBL005W,1
YNL231C,YGL013C,1
YML007W,YDL020C,1
YBR169C,YOR028C,1
YBR169C,YGL073W,1
YOR150W,YMR228W,1
YMR271C,YLR228C,1
YGL030W,YLR403W,1
YGL030W,YNL216W,1
YDL191W,YLR403W,1
YMR084W,YER184C,1
YLR038C,YKL109W,1
YKL188C,YDR216W,1
YLR061W,YLR403W,1
YNL044W,YDR123C,1
YDR317W,YBR083W,1
YJR111C,YEL009C,1
YPL203W,YIR018W,1
YDR493W,YDR296W,1
YDL211C,YER111C,1
YBR158W,YLR131C,1
YJL008C,YDL020C,1
YDL181W,YKL109W,1
YLR295C,YKL109W,1
YLR197W,YLR175W,1
YLR197W,YLR403W,1
YKL150W,YKL109W,1
YDL085W,YDR216W,1
YBR009C,YBL003C,1
YPR020W,YKL109W,1
YKL117W,YDL020C,1
YBR248C,YEL009C,1
YBR248C,YKR099W,1
YNR041C,YDR123C,1
YBR191W,YLR403W,1
YKL152C,YPL075W,1
YDR341C,YEL009C,1
YJL079C,YHR206W,1
YJL079C,YOR028C,1
YJL079C,YKL112W,1
YPR103W,YDL020C,1
YNR040W,YDR296W,1
YGL032C,YHR084W,1
YGL032C,YCR097W,1
YDL014W,YPR104C,1
YGR021W,YDR296W,1
YPL273W,YEL009C,1
YBR031W,YNL216W,1
YCR046C,YDR296W,1
YBL099W,YKL109W,1
YHR096C,YKL032C,1
YGL157W,YER028C,1
YDR171W,YGL073W,1
YJR147W,YLR131C,1
YEL046C,YNL216W,1
YEL046C,YEL009C,1
YLR150W,YLR403W,1
YDR406W,YBL005W,1
YIL155C,YDR216W,1
YHR019C,YEL009C,1
YEL034W,YNL216W,1
YGL191W,YKL109W,1
YPL255W,YER111C,1
YML022W,YLR403W,1
YOR049C,YBL005W,1
YPL131W,YLR403W,1
YIL165C,YEL009C,1
YPL019C,YDL106C,1
YJL096W,YMR228W,1
YLR304C,YBL103C,1
YLR304C,YBL103C_ExtraCopy_1,1
YGR174C,YKL109W,1
YPL256C,YER111C,1
YOR315W,YMR043W,1
YBL029W,YOR032C,1
YHR123W,YDR123C,1
YIL157C,YDR296W,1
YOL158C,YGL071W,1
YAL068C,YDR213W,1
YDR064W,YLR403W,1
YIL136W,YDR216W,1
YER069W,YEL009C,1
YBR249C_ExtraCopy_1,YEL009C,1
YGR239C,YEL009C,1
YPR154W,YGL073W,1
YPR111W,YEL009C,1
YKR104W,YKL222C,1
YIL148W,YLR403W,1
YDR237W,YDR296W,1
YDR237W,YMR228W,1
YDR487C,YEL009C,1
YBL051C,YFR037C,1
YFL047W,YHR084W,1
YNR043W,YNL216W,1
YMR260C,YLR403W,1
YHR200W,YDL020C,1
YHR016C,YIR018W,1
YMR158W,YDR296W,1
YMR158W,YMR228W,1
YMR246W,YIR033W,1
YCL055W,YHR084W,1
YCL055W,YDL020C,1
YHR024C,YEL009C,1
YBR204C,YIR018W,1
YOR386W,YIR018W,1
YNL209W,YLR403W,1
YJR048W,YOR358W,1
YJR048W,YLR256W,1
YDR377W,YKL109W,1
YBR093C,YDL106C,1
YKL196C,YDL020C,1
YBR019C,YGL035C,1
YOR377W,YIR033W,1
YJR077C,YKL109W,1
YMR173W,YMR037C,1
YNL315C,YDR296W,1
YDR408C,YKR099W,1
YDL075W,YLR403W,1
YOL084W,YDR216W,1
YBR189W_ExtraCopy_1,YNL216W,1
YBR189W_ExtraCopy_1,YLR403W,1
YML042W,YDR216W,1
YDR270W,YGL071W,1
YPL097W,YMR228W,1
YDR502C,YDR123C,1
YMR316W,YMR037C,1
YBR044C_ExtraCopy_2,YDR296W,1
YDR012W,YLR403W,1
YGL031C,YLR403W,1
YJL078C,YLR131C,1
YOR387C,YJL056C,1
YBR203W,YDR277C,1
YGL089C,YCL066W,1
YPL113C,YDR216W,1
YOR136W,YBL103C_ExtraCopy_1,1
YOR136W,YBL103C,1
YBR039W_ExtraCopy_1,YKL109W,1
YDR308C,YHR191C,1
YJL177W,YLR403W,1
YJL177W,YNL216W,1
YGR103W,YLR175W,1
YOL007C,YER111C,1
YHR116W,YDR296W,1
YNL037C,YMR070W,1
YNL037C,YBL103C_ExtraCopy_1,1
YNL037C,YBL103C,1
YFR052W,YDL020C,1
YEL060C,YPL202C,1
YNR037C,YDR296W,1
YNL220W,YEL009C,1
YOL120C,YLR403W,1
YOL120C,YNL216W,1
YDR129C,YIR018W,1
YJL026W,YOR230W,1
YIL056W,YEL009C,1
YMR067C,YDL020C,1
YPL104W,YDR296W,1
YEL054C,YLR403W,1
YNL178W,YLR403W,1
YGL123W,YLR403W,1
YGL123W,YNL216W,1
YKL195W,YDR296W,1
YKL195W,YDL020C,1
YIL164C,YEL009C,1
YBR147W_ExtraCopy_1,YEL009C,1
YNL141W,YGL013C,1
YGL245W,YGL105W,1
YGL202W,YEL009C,1
YOR064C,YKL109W,1
YMR095C,YMR094W,1
YMR095C,YEL009C,1
YBR204C_ExtraCopy_1,YIR018W,1
YLR333C,YLR403W,1
YPR006C,YDR216W,1
YML116W,YEL009C,1
YDR085C,YHR084W,1
YJL190C,YLR403W,1
YDL184C,YLR403W,1
YIL020C,YGL013C,1
YBR018C,YGL035C,1
YPL111W,YML099C,1
YPL111W,YMR042W,1
YOR385W,YMR037C,1
YHR094C,YER028C,1
YDR264C,YGL071W,1
YCR071C,YDR296W,1
YJL105W,YDR213W,1
YBR173C,YDL020C,1
YNL279W,YCL055W,1
YNR050C,YEL009C,1
YHR122W,YEL009C,1
YIL057C,YDR216W,1
YML087C,YKL109W,1
YMR138W,YHR191C,1
YGR173W,YLR403W,1
YJL148W,YLR403W,1
YLR047C,YJL127C,1
YLR047C,YMR080C,1
YAR010C,YBR083W,1
YAR010C,YCR018C,1
YBL072C,YLR403W,1
YDR309C,YER111C,1
YDR309C,YKL185W,1
YNR016C,YOL108C,1
YNR016C,YDR123C,1
YMR251W,YGL071W,1
YNL064C,YGL073W,1
YGR210C,YJR046W,1
YML123C,YDL106C,1
YMR217W,YLR403W,1
YCL064C,YLR098C,1
YGL173C,YDL020C,1
YGL173C,YGL197W,1
YFR011C,YKL109W,1
YGL059W,YEL009C,1
YGR253C,YDL020C,1
YKR013W,YER111C,1
YMR314W,YDL020C,1
YHR029C,YEL009C,1
YFR003C,YDL020C,1
YDR233C,YNL216W,1
YHL001W,YLR403W,1
YER067W,YMR037C,1
YML092C,YDL020C,1
YOR180C,YDR216W,1
YJR080C,YJR144W,1
YJR080C,YKL109W,1
YGL171W,YGL013C,1
YKL220C,YGL071W,1
YPR088C,YGR186W,1
YLR205C,YOR358W,1
YEL040W,YER111C,1
YIL094C,YEL009C,1
YFR010W,YDL020C,1
YDL083C,YLR403W,1
YLR108C,YML007W,1
YKR085C,YMR228W,1
YNL283C,YER111C,1
YPR001W,YDR216W,1
YJL044C,YFR037C,1
YER053C,YMR037C,1
YDR158W,YEL009C,1
YOR341W,YLR403W,1
YBL041W_ExtraCopy_1,YDL020C,1
YBR169C_ExtraCopy_1,YOR028C,1
YBR169C_ExtraCopy_1,YGL073W,1
YGR209C,YNL027W,1
YOR212W,YHR084W,1
YMR242C,YLR403W,1
YOL016C,YMR037C,1
YBL075C_ExtraCopy_1,YGL073W,1
YGR135W,YDL020C,1
YNL009W,YDR216W,1
YDL082W,YLR403W,1
YLR107W,YOR338W,1
YLL014W,YGR063C,1
YMR094W,YER184C,1
YHL034C,YGL105W,1
YEL073C,YOL108C,1
YJL157C,YHR084W,1
YLR325C,YLR403W,1
YML037C,YGL175C,1
YJR113C,YDR296W,1
YOR310C,YLR175W,1
YLR406C,YLR403W,1
YGL187C,YKL109W,1
YGR250C,YGL073W,1
YPL190C,YCR084C,1
YOL087C,YIR018W,1
YDR078C,YPL089C,1
YJR025C,YEL009C,1
YMR024W,YMR228W,1
YHL048W,YCR106W,1
YPR160W,YIR018W,1
YEL071W,YBL103C,1
YEL071W,YOL067C,1
YEL071W,YBL103C_ExtraCopy_1,1
YOR108W,YLR403W,1
YOR108W,YEL009C,1
YMR080C,YCR081W,1
YMR300C,YKR099W,1
YMR199W,YER111C,1
YOR027W,YGL073W,1
YJR152W,YKR034W,1
YDL124W,YMR037C,1
YPR145W,YEL009C,1
YKL137W,YKL109W,1
YCR065W,YER111C,1
YMR167W,YMR168C,1
YER021W,YDL020C,1
YLR396C,YKL112W,1
YPR047W,YIR018W,1
YPR047W,YDR296W,1
YBL038W,YDR296W,1
YLR291C,YPR104C,1
YJR095W,YDR216W,1
YIL093C,YDR296W,1
YDL195W,YDL140C,1
YDL195W,YCR084C,1
YIL069C,YLR403W,1
YAR015W,YKR099W,1
YAR015W,YDL106C,1
YMR243C,YNL216W,1
YNL098C,YMR037C,1
YNL284C,YDR296W,1
YIR034C,YEL009C,1
YMR143W,YLR403W,1
YNL195C,YDR216W,1
YLR178C,YMR037C,1
YGL180W,YEL009C,1
YCR010C,YDR216W,1
YFL022C,YLR451W,1
YBL066C_ExtraCopy_1,YOR140W,1
YBR261C,YNL290W,1
YFL021W,YLR131C,1
YGR136W,YGL073W,1
YPL061W,YML007W,1
YBL038W_ExtraCopy_1,YDR296W,1
YOR096W,YLR403W,1
YDL180W,YEL009C,1
YER054C,YDR216W,1
YHR051W,YBL021C,1
YHR051W,YBL021C_ExtraCopy_1,1
YHR051W,YKL109W,1
YHR051W,YGL237C,1
YHR051W,YBL021C_ExtraCopy_2,1
YER090W,YEL009C,1
YOR065W,YKL109W,1
YNR044W,YPR065W,1
YOR051C,YGL013C,1
YGL258W,YJL056C,1
YDL109C,YJL127C,1
YDR201W,YHR191C,1
YLR048W,YLR403W,1
YLR048W,YNL216W,1
YOR009W,YDR213W,1
YDR378C,YPR094W,1
YCL030C,YEL009C,1
YCL030C,YDL106C,1
YCL030C,YKR099W,1
YBL041W,YDL020C,1
YGL125W,YEL009C,1
YPL067C,YNL216W,1
YOR237W,YDR213W,1
YAL005C,YGL073W,1
YDL238C,YIR018W,1
YIL053W,YNL216W,1
YHL035C,YGL071W,1
YNL252C,YDR296W,1
YMR169C,YMR037C,1
YBR147W,YEL009C,1
YDR345C,YER028C,1
YKL178C,YMR043W,1
YKL178C,YHR084W,1
YKL178C,YCL066W,1
YOR222W,YEL009C,1
YPL191C,YIR018W,1
YOL086C,YPL075W,1
YOL086C,YKL112W,1
YDL097C,YDL020C,1
YLR034C,YGL071W,1
YPL078C,YKL109W,1
YLR395C,YKL109W,1
YFL038C,YDR328C,1
YDL179W,YLR131C,1
YML091C,YGL237C,1
YML091C,YKL109W,1
YJL158C,YER111C,1
YJR053W,YGL175C,1
YJR121W,YKL109W,1
YJR121W,YBL066C_ExtraCopy_1,1
YJR121W,YBL066C,1
YGL186C,YEL009C,1
YJL200C,YEL009C,1
YFR055W,YEL009C,1
YBL082C,YNL216W,1
YHL047C,YCR106W,1
YHL047C,YGL071W,1
YLR452C,YHR084W,1
YKL163W,YMR043W,1
YKL120W,YEL009C,1
YKL120W,YLR451W,1
YOR383C,YGL071W,1
YOR382W,YGL071W,1
YML030W,YDR296W,1
YOR293W,YLR403W,1
YKL164C,YLR131C,1
YKL164C,YMR043W,1
YGR234W,YGL237C,1
YGR234W,YLR256W,1
YGR220C,YDR296W,1
YJL118W,YER111C,1
YLR237W,YBR240C,1
YHL018W,YGL175C,1
YDR146C,YJL092W,1
YDR375C,YDR296W,1
YNL311C,YEL009C,1
YER124C,YDL056W,1
YER124C,YLR131C,1
YGL026C,YEL009C,1
YGR048W,YDL020C,1
YLR109W,YML007W,1
YBR046C_ExtraCopy_1,YEL009C,1
YJL031C,YDL020C,1
YDL126C,YDL020C,1
YHR027C,YDL020C,1
YPL264C,YEL009C,1
YAL060W,YMR037C,1
YML120C,YKL109W,1
YMR256C,YKL109W,1
YGL068W,YDR296W,1
YHL032C,YDR216W,1
YJL088W,YEL009C,1
YMR096W,YEL009C,1
YMR096W,YMR094W,1
YGL011C,YDL020C,1
YPL166W,YIR018W,1
YDL081C,YLR403W,1
YLR438W,YDR216W,1
YLR438W,YNL314W,1
YJL045W,YDR216W,1
YBR196C_ExtraCopy_1,YDL185W,1
YIL125W,YBL066C_ExtraCopy_1,1
YIL125W,YBL066C,1
YKL063C,YPR186C,1
YLR064W,YGL073W,1
YJL014W,YDL020C,1
YBR264C,YHR191C,1
YPR143W,YDL070W,1
YLR421C,YDL020C,1
YBR158W_ExtraCopy_1,YLR131C,1
YHL030W,YDL020C,1
YKR042W,YHR206W,1
YML131W,YML007W,1
YBR009C_ExtraCopy_1,YBL003C,1
YOR168W,YLR403W,1
YJL103C,YKL109W,1
YJL116C,YHR206W,1
YLR336C,YLR014C,1
YBL058W_ExtraCopy_2,YDL020C,1
YBL076C_ExtraCopy_1,YEL009C,1
YOL119C,YEL009C,1
YNL066W,YLR131C,1
YCR082W,YDL020C,1
YPL224C,YIR018W,1
YCL004W,YOL108C,1
YOR312C,YLR403W,1
YLR079W,YLR131C,1
YAL021C,YCR084C,1
YGL211W,YJL127C,1
YPR158W,YGL073W,1
YKR057W,YLR403W,1
YDL025C,YEL009C,1
YKL165C,YFL031W,1
YDR460W,YDR392W,1
YJL001W,YDL020C,1
YNL169C,YDR123C,1
YNL281W,YGL073W,1
YLR264W,YNL216W,1
YLR264W,YLR403W,1
YLR265C,YHR084W,1
YNL096C,YLR403W,1
YHR010W,YLR403W,1
YDR418W,YLR403W,1
YDR418W,YPL075W,1
YGR006W,YJL127C,1
YDR447C,YLR403W,1
YMR011W,YKL038W,1
YBL097W,YDR076W,1
YER052C,YEL009C,1
YPR058W,YEL009C,1
YGR221C,YER111C,1
YOR381W,YGL071W,1
YOR226C,YML007W,1
YJR123W,YLR403W,1
YJL187C,YER111C,1
YPL123C,YIR018W,1
YPL250C,YEL009C,1
YHR141C,YLR403W,1
YPL092W,YEL009C,1
YPL092W,YGL254W,1
YGR035C,YBL005W,1
YGR035C,YGL013C,1
YBL097W_ExtraCopy_1,YDR076W,1
YIL052C,YLR403W,1
YGL129C,YDR296W,1
YDR046C,YDR463W,1
YPR043W,YLR403W,1
